0xe1573b9d29e2183b1af0e743dc2754979a40d237,Uniswap FXS-FRAX V2,
0x408ade445f7467443d6ae2cdde6bc20867c82c1f,Uniswap Pool,
0x896def53b0cfe8c410733aa30d4f78246ba44ce0,Uniswap Pool,
0x4b3d09151ad295623ac9e50967739fd437b0d892,Uniswap Pool,
0x3ee9c0e9710c22286637f47574e1947d4c446050,Uniswap Pool,
0x7c3e2cb50d0c9f7beaea380cb70e23e6e958ce95,Uniswap Pool,
0x5ea96bba23de9028b388470c928eb607bf915281,Uniswap Pool,
0x5e29e8202b9a0a45a2b22ef6b79342408ae45e73,Uniswap Pool,
0x7867728fe9843c125b97ba396577877b9d7c3af5,Uniswap Pool,
0x1754b94a3e63be72efe44a1828cd81c4782a46c4,Uniswap Pool,
0x17d934df25c5ede665e4442a47cf45c5b1a06e46,Uniswap Pool,
0x60b8b2e8f391313a5e2b50e5e4695d06780c3d8f,Uniswap Pool,
0xf71b0e07efe95b7ef99ed1a30e11ad5737f1f5b6,Uniswap Pool,
0x928d796b9bed717763f96b39211c991e3ee91d41,Uniswap Pool,
0xc799838788dc5f2c92fc899aa896a8ac880862d4,Uniswap Pool,
0x7f11fc34b56fbd58cbf7bcddb5a01960ebd3b810,Uniswap Pool,
0x2ad45934b0e95553edfa8c66afd77ce7c7fc6ee6,Uniswap Pool,
0x672acbd975bf5b43b6cd5a35e4cb427f1026fff6,Uniswap Pool,
0xfa8a52e8a48a478e75985e193f1a34af708dbcbb,Uniswap Pool,
0xa4b04a1faf1571ff208423eb497d625a9b2f34d8,Uniswap Pool,
0x51988927ffc6fd62594a7b96c544faa4a2fe9608,Uniswap Pool,
0xe37be90c5aca1b51a4ef249040042983423df2a3,Uniswap Pool,
0x4cd47a3b223dc98ff18e331319f977292f4c227d,Uniswap Pool,
0xed673d82996e297cd1b4b6c5914eb5071ed63257,Uniswap Pool,
0xc931d9fefd06a8361d8057501f1ec522cf69c573,Uniswap Pool,
0x5f5ca11c112a9f667355e58f8df75d0e992a9373,Uniswap Pool,
0xd6f9e375e8e57fd35d459908615d589db64b1232,Uniswap Pool,
0xc5726e6092db9ceed9d733e1199112e062370941,Uniswap Pool,
0xfd79fbb9664e2de675746b35588029a40452f7c3,Uniswap Pool,
0xedba3e1ec78153fba15697ca1814da28c41e4efd,Uniswap Pool,
0xd284eb327b6dd36e3eee97ce7b94d288adab49d9,Uniswap Pool,
0x9b922fe85741517961de35d36e29907401d74a27,Uniswap Pool,
0x23f6af246e82cdd86354af55cfbcf788d0d91bb0,Uniswap Pool,
0x343784ce525944077613015d81f59722bac141ef,Uniswap Pool,
0xeb340142d971f0304fe275a499447b4f82e9c3e6,Uniswap Pool,
0xe70ffc231a6821586c8ded3b5a055fdf6d7d0d54,Uniswap Pool,
0x27563b6922fffa1d5970aad49b7c9e160d02b881,Uniswap Pool,
0xbf4a6e0cdfe6bbaf4ead962843ae7e86b87bd42d,Uniswap Pool,
0xff82fd1bbf7edaeb020ebeae9de908d33498b1c3,Uniswap Pool,
0x8c2f778589b08dbd5857be26b604dc5c42861732,Uniswap Pool,
0xde32df715ee26d6dc96879647cca02c50e621b59,Uniswap Pool,
0xd4023283ac135b8b7204ba6fdfda693b0dc71a19,Uniswap Pool,
0x137f767100df70e9c386cee3a9518c6b308eef8c,Uniswap Pool,
0x8c1faff2d3d8c235355c7fedb201fe6e615f4f9b,Uniswap Pool,
0x33824490d5414b3729012f8a91b15b51780afc2f,Uniswap Pool,
0x4705f62c54ceabf5c4f37b6e009dfd7c2af1d1c0,Uniswap Pool,
0xcf16d9bc35573ad62d3eb2c9fe7472fdf77ac44d,Uniswap Pool,
0x4de67c57e883cc00a92a1dcd4a739f0a5b5089ff,Uniswap Pool,
0xaa23828e06e1e78ae531472ab529091d23c79f25,Uniswap Pool,
0x5c4b5e41b097a187e120a62163a4ab642a0830f2,Uniswap Pool,
0x6d942fad4c606d51dc18b1890fed374e1ccd9857,Uniswap Pool,
0x4b62fa30fea125e43780dc425c2be5acb4ba743b,Uniswap Pool,
0x31d6a400d60a1c88b4f0dba3810390750b1fc404,Uniswap Pool,
0xc1a27bc33356934249ac05257fc2febb32cc567a,Uniswap Pool,
0x877e417db7526e2e8081678bd5da93a3a7720b6a,Uniswap Pool,
0x31e56011112862f778ef0d31c0552b837ff26a01,Uniswap Pool,
0x72ed244551b5a1a40f143221e0ab6cc839bd588d,Uniswap Pool,
0xfcc90b37273e8da11c55c06e33b264e4840a45d6,Uniswap Pool,
0xdf954cce0238467d663d601b1680c1c5ac0731eb,Uniswap Pool,
0xc81592642ad8b5720a977659d820a68bbf1677c6,Uniswap Pool,
0x40aecf08f8f550fcc3c7401394c6a32ebe65b8a1,Uniswap Pool,
0x5bd60239e52afb7f0ba78a81683fbd561b895885,Uniswap Pool,
0x37976282adfebad2f66afdf5e3fadf76784d04f5,Uniswap Pool,
0xfef590b4204366175ad7e9682eccb1149565d654,Uniswap Pool,
0x63d9dc8b4344cd3681833e433c28f95970e4b500,Uniswap Pool,
0x7990e8be7612925826381961a0e8752e23ddeca7,Uniswap Pool,
0x081918ef704b89b180699baf0ee51b4cc23ce759,Uniswap Pool,
0x4c84f0df396d86f674104d1f16423c7a931931d4,Uniswap Pool,
0x2d9224c1e56849339fd54be578bb9e5c101bc1c0,Uniswap Pool,
0xeefd4f28b47e60f977802531493c252d369a6b79,Uniswap Pool,
0x7a23e8be716bca3466e6771fb3162afbde43082a,Uniswap Pool,
0x3056ccba0c55e556b76c98a5fef90619b3485e6b,Uniswap Pool,
0x53ab8a96f953621b31d4d85e8de6c61d7ce2d300,Uniswap Pool,
0xe2448e73f1bbfb9ff08b029ee0e9382985b3732c,Uniswap Pool,
0xea93be33c8774e20b84365c59fc6d75aad851661,Uniswap Pool,
